firstname	1_year	1_count	2_year	2_count
nysrine				38
nyssa				40
o'brian		51		
o'bryan	1999	55		
o'neal	1997	44		
o'neil	1998	40		
o'neill		28		
oan	2004	128		
oana			2015	137
oanel				29
oanell			2012	128
oanelle				52
oanez				33
obed		104		
obeida				20
obeline			2008	148
obryan		27		
ocan	2013	42		
ocana				77
ocane			2015	81442
ocanne			2015	319
occuli	1936	44		
occuline			1941	24
ocea				38
ocean	2015	293		
oceana			2009	450
oceane			2015	1942
oceanie				59
oceann			2001	40
oceanna				32
oceanne			2010	1555
oceano		23		
oceany				23
ocelia			2006	140
ocelina				36
ocellina				42
ocilia				55
oclia				71
octave	2015	10637		30
octavia				94
octavian		32		
octavie			2015	4718
octavien	2006	215		
octavio	2015	220		
octavius	1920	50		
oculi	1969	342	1970	105
oculia				31
oculie			1968	61
oculine			1944	71
oda				47
odalys				23
oday		23		
odaya			2015	78
ode	1937	41		103
odel				26
odelia			2014	514
odelie			1903	102
odelin		43		
odeline			2001	295
odelya				31
oderic		38		
odessa			2006	331
odet	1957	176		
odete			1979	122
odette	1970	98	1994	192637
odia				26
odil		31		
odile	1970	390	2011	93086
odile-marie				36
odilia				155
odille			1952	1220
odilon	2014	585		
odin	2015	492		
odine				73
odlia			2013	110
odon	2008	360		
odran		147		
odric		28		
odyle			1948	404
odylle				148
odysse				22
odysseas		32		
odyssee				71
ofelia				152
ofelie				31
oflia				32
oger		43		
ogier		66		
ogulcan		26		
ogun		55		
oguz	1992	238		
oguzhan	2006	434		
ohan	2015	45		
ohan		37		
ohana				57
ohana			2015	61
ohanna				20
ohannes		45		
ohiana			2010	70
oiana			2007	31
oier	2003	23		
oifa				57
oihan	2015	759		
oihana			2015	767
oihane			2012	30
oihiba			1984	106
oihid		37		
oihida				25
oilid	1983	115		
oirda				92
oirdia				21
oisila				26
oisin		30		
oissila				69
oissim		28		
okacha		46		
okan	2011	841		
okay		21		
okba		75		
oksana			2011	508
oksanna				44
oktay	2007	404		
ola				34
olaf	2003	154		
olaia				31
olan	2013	122		
olann		29		
olaya				27
olcay		76		
ole		22		
oleane				50
oleg	1948	208		
olena				38
olenka				24
oleya				22
olfa			2007	949
olga	1971	165	2015	24303
olia				59
oliana				195
oliane				37
olida			1913	72
olimpia				59
olina				56
olinda			1974	293
olindo		60		
oline				38
olinka				37
oliphie			1902	24
oliva			1965	400
olivan		30		
olivane				23
olive	1971	268	2015	1815
oliver	2015	1375		
olivera			1977	137
olivette			1970	470
olivia			2015	35090
oliviane			1952	32
olivien	1934	47		
olivienne			1958	146
olivier	2015	279570	1937	74
oliviero		38		
olivine				84
olivio		33		
olivo		27		
olivya				22
oliwia			2012	80
oliwier		22		
olkan		22		
ollivia				38
ollivier	1985	1359		
olmo	2014	24		
olpha				40
olsen		21		
olta				29
olti		38		
olwen		55	2004	120
olwenn			2011	102
olya				28
olyana				65
olympe	1949	259	2015	4224
olympia			2014	210
olympie				28
olynda				29
olyvia				72
omael		41		
omaima			2006	361
omama				39
omar	2015	9415		
omarion	2010	26		
omaya			2015	108
omayma			2011	370
omayra			2007	30
ombeline			2015	3133
ombelline				28
ombelyne				44
ombline				26
ombline			2015	336
omega				22
omeima				67
omer	2015	5638	1965	152
omer-faruk		53		
omere			1946	59
omerine			2009	287
omeya				88
omeyma				50
omid	1995	57		
omnia				111
omniya				68
omran	2012	57		
omrane		77		
omri		22		
omur		41		
ona				76
onaissa				20
onder		107		
ondina				36
ondine			2013	1016
onelia				60
onenn				27
oner		24		
onesime	2007	647	1911	74
onesiphor	1932	76		
onesiphore	1934	88	1931	51
onessa				29
onezime	1912	44		
onofrio	1961	60		
ons			2012	77
onsime		26		
onur	2013	832		
ony				25
oona			2015	187
opale			2015	282
opaline			2005	275
ophelia			2014	1583
ophelie			2015	258
ophelien		35		
opheline			2004	262
ophely			2009	357
ophelya				20
ophlia			2015	299
ophlie			2015	35331
ophline				37
ophly				45
opportune			1968	126
oprah			2013	58
optat	1928	141	1928	61
or				21
ora			2015	137
oracio		87		
oran		38		
orana				36
orancie			1905	48
orane		21	2015	2919
oranne			2004	134
orasie			1906	41
oratio		28		
orazio		164		
orchidee				26
ordia			1949	59
orea				39
oreade				21
oreane				54
oreda				41
oregan				35
oregane			1999	140
orel	2006	69		24
orelia				120
orelie			2000	220
orelien		76		
oreline				59
oren	2015	344		
orene		29		
orens		34		
orenzo		22		
oreste	1929	435		
orfeo		82		
organe				29
orges		22		
orhan	2011	574		
orhiane				36
ori		30		
oria			1972	382
orian	2005	260		
oriana			2015	1218
oriane			2015	9576
orianna			2013	262
orianne			2015	2658
oriano		37		
orida			1963	148
oriel		26		
oriella				24
orient		24		
orietta			1984	88
oriol		32		
orion	2014	227		
orkia				36
orkun		23		
orla				69
orlan	2008	199		
orlana				87
orlanda				69
orlande				22
orlando	2013	1344		
orlane		39	2015	9286
orlann		59		60
orlanne			2012	377
orleane				52
orlena				50
orlie				29
orline				25
orly				40
orna			1998	57
ornela			2015	230
ornelia				69
ornella			2015	7359
ornelle				29
ornellia				21
orokia				27
orpha			1900	77
orphe		65		62
orphe		39		
orphea				30
orphee	2014	200	2009	271
orphelia				89
orphelie				53
orpheo		30		
orphina			1910	20
orphise			1902	32
orso	2015	178		
orsola				56
orson	2012	105		
ortal			2015	49
ortense				21
orthense				20
ory	2005	31		
orya				22
oryan		26		
oryana			2014	62
oryane			2009	171
oryanna				21
oryanne				33
osama		91		
osana				43
osanna				44
osanne				50
oscar	2015	18684		
oscarine				24
osee		37		
osiris		27		
oskar	2015	390		
osman	2015	1479		
osmane		100	1934	24
osmann		41		
osmin	1924	353		
ossama	2001	395		
ossana			2011	38
ossian		59		
ossman		21		
ostiane				49
osval		36		
osvald		54		
osvaldo	2005	173		
oswa				21
oswald	1998	848		
oswaldo		115		
otalia				26
otavio		20		
otello		42		
othello		39		
othilia				56
othilie			2014	514
othis		29		
othman	2015	1534		
othmane	2015	1192		
othmen		47		
othniel	1998	97		
othon	1949	1272		
othylie				30
otilia			1975	170
otilie				22
otis	2012	220		
otman	2006	354		
otmane	2012	296		
otniel		40		
ottavia				59
ottavio		100		
ottilia				61
ottilie			1905	126
ottman		107		
ottmane		38		
ottmar		22		
otto	2015	896		
otton	1916	99		
ottorino		35		
ouacila				49
ouadah		23		
ouadi	1979	31		
ouadie		32		
ouael		21		
ouafa			2001	552
ouafaa			1983	103
ouafae				122
ouaffa				35
ouafi		24		
ouafia				55
ouahab		27		
ouahbi		20		
ouaheb		23		
ouahib		81		
ouahiba			1989	465
ouahid	1987	231		
ouahida				87
ouaiba				84
ouaid		32		
ouail		47		
ouajdi	1985	57		
ouali	1982	150		
oualid	2009	1828		
oualida			1984	26
oualide		47		
ouamar		29		
ouanes		20		
ouarda			1990	1399
ouardi		24		
ouardia			1984	595
ouari		118		
ouaria				47
ouarida				21
ouasila				66
ouassila			1992	492
ouassim	2009	309		
ouassima				66
ouassini	1982	141		
oubay	2015	46		
oubayd		20		
oubey		32		
ouda				84
ouday		27		
ouelid	1979	22		
ouerdia				59
ouiam				59
ouiame				75
ouicem		24		
ouidad			1979	197
ouidade				60
ouided			1989	134
ouidede				27
ouiem				44
ouijdane				42
ouisa			1965	64
ouisam		40		
ouisem	1992	51		
ouissal				75
ouissale				24
ouissam	1988	141		68
ouissame		20		20
ouissem	1999	245		55
ouiza			2015	298
oukacha		39		
oulaya				37
ouleye				42
ouleymatou				32
oulfa			1987	271
ouliana				46
oulimata				62
oum				92
oum-keltoum				23
ouma				34
oumaima			2012	775
oumama				42
oumama			2015	135
oumar	2015	2202		
oumarou	2013	210		
oumaya			2015	151
oumayma			2015	769
oumeima			2001	96
oumelkheir				21
oumeya				45
oumeyma			2015	261
oumi				85
oumie				20
oumnia			2015	165
oumniya				72
oumnya				53
oumou			2015	1808
oumoul				39
oumy			2014	275
ounays		37		
ounayssa			2015	80
ounes		20		
ouneyssa			2013	61
ounissa			2003	142
ouns				33
oura				34
ourda				83
ourdia			1977	362
ouri		60		
ouria			1983	470
ourida			1993	619
ouriel	2015	285		
ours	1960	492		
oury		59		38
ousama	1993	157		
ousman	2015	270		
ousmane	2015	2299		
ousoumane		24		
oussam		29		
oussama	2015	2567		
oussem		38		
oussema	1993	64		
ousseni		33		
ousseynou		134		
oussine		30		
oussman		53		
oussmane	2011	78		
oussouby		30		
oussoumane		48		
oussy		36		
outhman		45		
outhmane		26		
outman		72		
outmane		60		
ouwais		24		
ouways	2015	130		
ouwayss		26		
ouweis		81		
ouweys	2013	81		
ouziel		24		
ouzna				38
ovadia	2014	40		
ovida				20
ovide	1932	502		
ovidio		21		
oviya			2010	43
owain		37		
owais		32		
owan	2011	40		
oways	2015	62		
owayss		33		
owein		20		
oweis		22		
owen	2015	7152		
owena				22
owenn	2015	193		
owens		45		
oweys		27		
oxana			2007	406
oxane			2003	169
oxanna			2005	95
oxanne				33
oxence		21		
oya				75
oyan	2009	20		
oyana			2014	178
oyanna				39
oyhan	2013	22		
oyhana			2000	31
ozan	2015	883		
ozana				51
ozanne				47
ozay		29		
ozcan		244		
ozden				27
ozer		35		
ozge			2009	287
ozgul			1980	67
ozgun		20		
ozgur	2012	419		
ozias		32		
ozkan	2001	323		
ozlem			2007	972
oznur				161
ozvan		31		43
pa			1994	90
pablito		46		
pablo	2015	10543		
pacco		23		
pacey		39		
pacifique	1925	142		30
pacme	2015	647		
paco	2015	2899		
pacome	2014	1815		56
paddy		29		
padoue	1929	30	1921	44
padrig	1979	42		
paige			2007	103
paj				20
pakita				34
pakize				42
pako	2009	38		
palma			1959	243
palmina			1962	71
palmira			1965	263
palmire			1906	253
palmiro		21		
palmyr	1930	65		
palmyre		88	2013	2145
paloma			2015	5647
pamela			2014	7938
pamella			1981	97
pamina			1991	48
pamla			1990	754
pamphile	1964	234		26
pamphilia			1915	34
panagiotis		21		
panayotis		34		
pancrace	1937	114		
pandiale			1919	21
pandora				76
pang				34
panpi	1999	32		
pantaleon	1905	83		
pantxika			2009	214
pantxo	2000	36		
pantxoa	1980	29		
pao		45		
paol	2014	226		
paola			2015	7989
paolina			2015	638
paoline			2011	257
paolino		140		
paolo	2015	6559		
papa	1983	214		
pape	2014	348		
paprika				28
paquerette			1970	1903
paquita			1970	983
paquito		96		
parfait	1966	883	1963	94
parfaite			1972	316
parina				23
paris	2014	293	2015	287
parisa				38
parise	1960	20		
parissa				33
parisse				31
parker		23		
parquerette			1932	30
parsa		21		
parvati			2011	37
parvedy			1909	27
parvine				31
pascal	2015	307773	1970	175
pascale		29	2004	102625
pascalie			1906	43
pascalina				59
pascaline			2013	11872
pascalino		25		
pascalle				83
pascalyne				31
pascual	1973	203		
pascuala				20
paskal		21		
pasqua				47
pasqual		68		
pasquale	2012	419	1965	145
pasqualina			1965	158
pasqualine			1949	158
pasqualino		52		
pasquin	1960	140		
pasquina				33
pasquine			1946	130
passion	1925	43		
passionis	1934	43		
passionise			1948	99
passionnise			1924	47
pasteur	1907	35		
patern	1934	56		
paterne	1966	147	1955	32
pathe		24		
patience				87
patient	1935	104		
patric	1969	965		
patrice	2015	138074	1979	815
patricia			2015	207294
patricie			1952	22
patricio	1998	306		
patrick	2015	394953		
patrick-junior		20		
patricq		23		
patrik	1957	397		
patrique		118		
patrix		35		
patrizia			1982	415
patrizio	1964	126		
patrizzia				21
patrycja			2013	40
patryck	1951	41		
patryk	2012	117		
patsy				44
patti				32
patty			2011	148
patxi	2015	585		
pau		29		
paul	2015	406834	1954	177
paul-adrien	2002	216		
paul-alain		39		
paul-albert		43		
paul-alexandre	2002	380		
paul-alexis		134		
paul-amaury		22		
paul-andr	2009	323		
paul-andra		28		
paul-anthony		24		
paul-antoine	2014	1060		
paul-armand		39		
paul-arnaud		61		
paul-arthur	2015	306		
paul-auguste		21		
paul-augustin	2015	52		
paul-axel		21		
paul-baptiste		33		
paul-charles		21		
paul-clment		22		
paul-david		27		
paul-dominique		23		
paul-edouard	2004	291		
paul-elie		94		
paul-eloi		45		
paul-emile	2012	780		
paul-emilien		24		
paul-emmanuel	2003	400		
paul-eric		120		
paul-erwan		21		
paul-etienne		181		
paul-evan		22		
paul-franois	2010	164		
paul-frdric		22		
paul-gabriel		42		
paul-georges		36		
paul-henri	2015	966		
paul-henry	2012	232		
paul-herv		27		
paul-hubert		20		
paul-hugo	1996	63		
paul-jacques		21		
paul-jean		64		
paul-joseph	2014	51		
paul-laurent		20		
paul-lou		64		
paul-louis	2015	582		
paul-loup	2005	141		
paul-marc		22		
paul-marie	2014	382		
paul-mathieu	2002	39		
paul-michael		22		
paul-michel		33		
paul-mickael		35		
paul-nicolas		32		
paul-nol		30		
paul-olivier		79		
paul-philippe		33		
paul-pierre		25		
paul-simon		21		
paul-thomas		21		
paul-victor		82		
paul-vincent	2000	62		
paul-yves	1959	25		
paula			2015	5883
paula-maria				25
paule		25	2007	46255
paule-marie				43
paulet		21		
paulette			1989	213463
paulia			1913	36
pauliana				38
paulin	2015	4564	1939	32
paulina			2013	572
pauline			2015	154426
pauline-marie				38
paulino		111		
paulius		27		
paulmise			1927	25
paulo	2012	3934		
paulo-jorge		37		
paulonie				24
paulus		51		
paulyne				144
pavel	2015	455		
pavina				24
pavithra				22
pavle	2015	29		
pavlina				23
pawel		106		
payper				22
payton				31
paz				55
pdro	1971	62		
pearl			2013	435
pearle				24
pearline				28
pedro	2015	4986		
pedro-miguel		31		
peeter		46		
peggie				35
pegguy	1977	22	1982	112
peggy	1983	74	1999	17535
peguy	1976	43	1984	241
peinda				96
peio	2015	651		
pelage	1944	83		
pelagia			1932	92
pelagie	1931	42	2007	1102
pelin			2015	326
peline			2009	100
pema			2009	134
pembe				21
penda			2015	451
penelope			2015	3221
peneloppe				20
peniel		39		
penina				34
penny				76
pensee				49
peo	2013	53		
pepa				27
pepe		59		
pepin	1966	406	1961	126
pepina				27
pepino		68		
pepita			1964	304
pepito		130		
peppino		67		
per		31		
peran	2005	38		
perceval		189		
percy		35		
perig	1982	137		
perihan			1986	109
perina			1914	45
perine			2008	844
perinne				109
perla			2015	585
perle			2015	2096
perlette				64
perlina				23
perline			2004	280
permal	1923	95		
pernelle			2014	435
pernette				83
pernille				50
peroline			2004	389
peronne			1910	64
perpetue	1965	67	1957	136
perrette				92
perrick		26		
perrin		25		
perrina			1923	51
perrine			2015	22604
perroline			1914	36
perry	2001	85		
perryne			2001	68
pervenche			1913	277
pervin				39
peryne				58
petar	1973	55		
peter	2015	5079		
peters		46		
peterson	2006	99		
petra			2014	342
petro		27		
petronille	1967	121	2010	1233
petru	2015	150		
petru-maria	2015	37		
petru-santu	2015	44		
petrus	1940	921		
pettan	2012	29		
petter		24		
petula			1983	108
peyo	2014	395		
peyton			2011	179
peytone				40
pham				24
phanelie			1907	40
phanie				94
phanuel		38		
phara				22
pharailde			1902	24
pharel	2015	137		
pharell	2015	783		
pharrel		51		
pharrell	2015	212		
phebe			2002	57
phebee				54
phedra				28
phedre				28
pheng		25		
phenicia				50
phi		60		20
phibie				40
phiby				40
phil		46		
phila				42
philadelphia				30
philae			2010	123
philas	2013	116		
philbert	1956	407		
phileas	2015	418		
philemon	2011	1090		
philibert	2008	3275	1955	65
philiberte			1954	539
philicia				23
philidor		34		
philine			1999	60
philip	1996	1478		
philipe	1977	195		
philipine				85
philipp	1964	163		
philippa			2015	254
philippe	2015	538133	1965	292
philippe-alexandre	1983	94		
philippe-andr		30		
philippe-antoine		21		
philippe-emmanuel		60		
philippe-henri		58		
philippe-jean		22		
philippe-junior		21		
philippe-marie	1954	50		
philippe-olivier		29		
philippine			2015	6491
philippo	1960	52		
philise			1920	31
phillip	1964	124		
phillipe		45		
phillippe		32		
philmon	2015	148		
philogene	1934	175		
philogone	1942	213	1940	183
philomen		20		
philomena			1962	110
philomene	1962	112	2015	12444
philomne			2015	605
philopatir		22		
phoeb				26
phoebe			2014	764
phoebee				50
phoebie				23
phoeby				39
phoenix		33		20
phong		49		
phu		31		
phuc		38		
phuoc		35		
phuong		30	2013	177
phuong-anh				20
phybie			2005	103
phylicia				95
phyllis				82
pia			2015	2020
pie	1965	163	1942	89
piedad				67
piel		47		
pier		112		
pier-paolo		22		
piera				57
pierce		30		
pierette			1920	151
pieric		124		
pierick		190		
pierig		145		
pierik		25		
pierina			1965	248
pierine				32
pierino	1927	124		
pierjean		33		
pierluigi		25		
piero	1972	265		
pierra				65
pierre	2015	889306	1969	923
pierre-adrien	1997	531		
pierre-aime		33		
pierre-alain	1999	1722		
pierre-alan		21		
pierre-alban	1986	170		
pierre-albert		95		
pierre-alex		32		
pierre-alexandre	2015	3156		
pierre-alexis	2003	887		
pierre-alix		53		
pierre-amaury		43		
pierre-andr	2005	1265		
pierre-andra		28		
pierre-ange	2015	195		
pierre-anne		22		
pierre-anthony		107		
pierre-antoine	2015	4011		
pierre-armand		44		
pierre-arnaud	1995	372		
pierre-arthur	1987	120		
pierre-auguste		25		
pierre-augustin		82		
pierre-aurlien		38		
pierre-axel		143		
pierre-aymeric		52		
pierre-baptiste	2000	388		
pierre-bastien		22		
pierre-benot		157		
pierre-bernard		52		
pierre-bertrand		23		
pierre-brice		28		
pierre-camille		40		
pierre-charles	1996	317		
pierre-christian		27		
pierre-christophe		88		
pierre-claude		85		
pierre-clment		88		
pierre-damien		159		
pierre-daniel		31		
pierre-david		103		
pierre-denis		60		
pierre-dominique	1995	105		
pierre-edouard	1999	891		
pierre-elie	1995	204		
pierre-eliott		37		
pierre-eloi		79		
pierre-emeric		24		
pierre-emile		172		
pierre-emilien		43		
pierre-emmanuel	2010	3183		
pierre-enzo		21		
pierre-eric	1976	358		
pierre-etienne	1999	871		
pierre-eugne		32		
pierre-evan		20		
pierre-flix	2001	38		
pierre-franck		50		
pierre-franois	2013	1782		
pierre-frdric		107		
pierre-gabriel		111		
pierre-georges		58		
pierre-gilles	1972	199		
pierre-grard		23		
pierre-guilhem		26		
pierre-guillaume	1988	198		
pierre-guy		110		
pierre-hadrien		41		
pierre-henri	2012	2254		
pierre-henry	1990	465		
pierre-herv		70		
pierre-hubert		75		
pierre-hugo		127		
pierre-hugues		169		
pierre-jacques		169		
pierre-jean	2015	3382		
pierre-jerome		43		
pierre-jol		22		
pierre-joseph	2015	184		
pierre-jules		45		
pierre-julien	1991	257		
pierre-laurent	1976	325		
pierre-line				27
pierre-lo		23		
pierre-loc	1989	173		
pierre-lou		129		
pierre-louis	2015	5967		
pierre-loup	1999	282		
pierre-luc	1994	659		
pierre-lucas		34		
pierre-mael		51		
pierre-malo		36		
pierre-manuel		63		
pierre-marc		201		
pierre-marcel		24		
pierre-marie	2015	3748		
pierre-marin		28		
pierre-mary		58		
pierre-mathieu	1991	88		
pierre-matthieu		51		
pierre-maurice		26		
pierre-maxence		23		
pierre-maxime	1983	116		
pierre-michael		39		
pierre-michel	1990	400		
pierre-mickael		50		
pierre-nicolas	1999	496		
pierre-nol		63		
pierre-olivier	2011	2193		
pierre-pascal		28		
pierre-paul	2015	419		
pierre-philippe	1988	369		
pierre-quentin		31		
pierre-raphal		40		
pierre-ren		42		
pierre-richard	1991	81		
pierre-rmi		28		
pierre-romain		28		
pierre-samuel		39		
pierre-sbastien		41		
pierre-simon		59		
pierre-stphane		59		
pierre-sylvain		33		
pierre-thomas		136		
pierre-toussaint		28		
pierre-valentin		38		
pierre-valery		21		
pierre-victor		80		
pierre-vincent	1993	211		
pierre-william		24		
pierre-xavier		130		
pierre-yann		31		
pierre-yvan		29		
pierre-yves	2011	9173		
pierre-yvon		22		
pierreline				23
pierrette			1990	81963
pierric	2007	1371		
pierrick	2015	18477		
pierrig		67		
pierrik		188		
pierrina			1929	229
pierrine			1951	1202
pierrino		45		
pierro		23		
pierrot	2014	2237		
pierry		58		
pierryck	1996	83		
pieter		83		
pietra				40
pietrina				24
pietro	2015	1422		
pieyre		21		
pilar			1990	1563
pimprenelle				77
pina			1970	132
pinar			1999	270
pinda				27
pinhas		50		
pino	1964	93		
pio	2014	152		
piotr	1990	175		
piper				28
piraveen	2014	32		
piter		27		
placida				22
placide	1965	882	1964	214
placidie			1902	35
placido		45		
plagie				84
plamedi		31	2005	59
plamedie				34
pline				26
plume			2007	123
pnlope			2015	1076
poe				23
poeiti				30
poema				87
poerava				34
pol	2015	3061		
pol-aurlien	2003	23		
pola			2015	161
polat		101		
pole				21
polette				60
polina			2013	95
poline				52
polly			2010	42
pollyanna				56
polo		45		
polonie				26
polycarpe	1946	143	1945	25
polydor		28		
polydore	1910	80		
pome				33
pomeline				50
pomme				89
pompee	1930	55		
ponama			1911	21
pooja				49
poppee				24
poppy			2006	78
porfirio		29		
porphyre	1932	32		
pothin	1913	63		
pouya		21		
poyraz		55		
ppita				24
prague	1942	31		
praise				30
prasanna		23		
praveen	2014	79		
pravin		46		
praxede			1945	77
prcieuse			2015	33
prcilia				81
prcillia				50
precieuse			2014	58
precieux		41		
precilia			2010	676
precilla			1995	88
precillia			2010	675
preciosa				29
precious			2014	79
precylia			1992	70
precyllia				34
predrag	1978	122		
prele				25
prem		22		
premier		26		
prescila			1993	29
prescilia			2007	1651
prescilla			2003	1275
prescillia			2013	5538
prescillya				32
prescilya				21
prescylia				68
prescyllia				68
presilia				50
presillia				37
presley	2011	99		
presly				21
pressilia				55
preston	2015	652		
prestone		34		
pretty				26
priam	2015	239		
pricila				29
pricilia				131
pricilla			1997	126
pricille				40
pricillia			1994	224
prielle				61
prigent	1936	54		
prima				28
primael		101		
prime		21		
primerose			1923	114
primitive			1959	21
primo	1934	543		
prince	2015	494		
princess			2015	87
princesse			2014	203
princia			2001	54
princilia				37
principe	1912	25		
princy		29		
prine				95
prisca	1978	217	2015	4292
priscia				29
priscila			1984	117
priscile				39
priscilia			2006	1184
priscilla			2014	13463
priscille			2015	2517
priscillia			2013	7889
priscillien		57		
priscillya				28
priscylia				25
priscylla				25
priscyllia				41
priska			2002	195
prisque			1963	31
privat	1968	428	1969	86
priya			2014	199
priyanka			2015	103
prodige		31		26
proline				40
promesse			2015	88
prosper	2014	6751	1955	114
prospere		41	1960	87
prosperine			1912	189
prospert		56		
provence				28
providence			1913	91
prrine				22
prscilia				21
prscillia				55
prudence			2015	1434
prudencio		22		
prudent	1967	694		
prudente				24
prune			2015	2645
prunella			1991	22
prunelle			2014	405
prunille			2015	78
pryam		21		
pryscilla				34
pryscillia				69
psylvia				21
ptissam				25
ptissem				26
ptronille			2013	104
ptula				20
pulcherie	1947	159	1967	581
pura				29
purdey				97
purificacion				40
purification				180
purity			2015	31
pyrene			2000	56
qais		105		
qas	2014	43		
qasim		72		
qassim	2015	463		
qayim		36		
qays	2015	202		
qayyim		29		
qetsia				32
qssim		21		
quang	1992	194		
quang-minh		25		
quantin		198		
quassim		27		
queen				43
queency				24
queenie				37
quentin	2015	126145		23
quentyn		78		
quetty			1970	25
quilicus	1935	54		
quillian		33		
quincy	2014	164	2006	40
quintino		22		
quinto	1934	72		
quirin	1947	155	1944	38
quiterie			2005	339
quitterie			2015	1507
quoc	2007	245		
quorentin		22		
quynh				46
r'kia				21
raba		44		
rabaa				25
rabab				125
rababe				29
rabah	2014	2860		29
rabat		49		
rabbah	1971	42		
rabbi		35		
rabbia				27
rabea			1964	95
rabeb			1993	51
rabeh		24		
rabeha				40
rabera			1951	42
rabha		25	1977	260
rabhia				34
rabi		77		
rabia		82	2015	1798
rabiaa				128
rabiah				47
rabiatou				44
rabie	1981	101		
rabih	1978	79		
rabiha			1972	260
rabii	1985	44		
rabir		73		
rabira				36
rabiya			2009	172
rabiye				76
rabouan				21
raby				32
rabya				26
racha			2015	463
rachad		118		
rachael				56
rachana				21
rachda				30
rached	1992	264		
racheda				43
rachel	1974	485	2015	49009
rachela				24
rachele			2001	731
rachelle			2015	5352
rachid	2015	18485		
rachida			2015	6322
rachide	1980	335		
rachild		33		
rachle				77
racim	2014	172		
racine	2005	76		
rackel				34
racky				77
rad		23		
rada				52
rade	1972	46		
radegonde			1948	533
radhia			1997	231
radhouan		32		
radhouane		77		
radi		20		
radia			2006	1250
radidja			1967	94
radija			1983	381
radiya				26
radja	2005	46		56
radjen	2012	23		
radji	2006	62		
radjiv	2011	29		
radjy	2008	32		
radmila			1969	60
rado		35		
radoin		48		
radoine	1979	289		
radomir		32		
radouan	1982	332		
radouane	2010	989		
radovan		31		
radu		41		
radwan		151		
radwane		92		
radya				73
raed	2014	111		
rael	2015	45		
rafael	2015	12472		
rafaela			2015	388
rafaele		49	2010	265
rafaella			2006	104
rafaelle			2014	400
rafal	2015	2893		
rafal		20		
rafala				20
rafale				74
rafalle			2013	93
rafed		20		
rafet		29		
raffael	2009	285		
raffaela				82
raffaele	2014	382		
raffaella				117
raffaelle				29
raffaello		33		
raffal		55		
raffi	1985	158		
raffik		20		
raffy		25		
rafi		98		
rafia				39
rafic		40		
rafick		23		
rafid		24		
rafida				39
rafif				35
rafik	2013	1501		
rafika			1990	384
rafike		22		
rafiq		30		
ragavi				27
rahaf				40
rahal		38		
rahama				31
rahamata				27
rahana				23
raheem		41		
rahel			2012	134
rahela				61
rahia				22
rahib		22		
rahil		24	2015	81
rahila				32
rahile				20
rahim	2015	563		
rahima			2010	377
rahime		23		75
rahlia				20
rahma			2015	2060
rahman	2006	153		
rahmi		25		
rahmouna				100
rahnia			1980	90
rahul		55		
rahyan	2001	174		
rahyane		30		
raian	2003	114		
raiane	1996	36		
raicha			2002	42
raid		98		
raida		72		50
raif		31		
raihan		73		
raihana			2010	157
raihane	1997	73		40
raika				31
railey	2014	182		
railley		45		
raima			2009	46
raimana		24		
raimond	1930	420		
raimonde			1913	251
raimondo	1962	105		
raimundo		44		
raina			2010	157
rainald		37		
rainer	1944	73		
rainier		84		
rais	2006	101		
raisa			2002	45
raissa			2011	1834
raj	1983	50		
raja	2002	47	2006	979
rajaa			2001	530
rajae			1989	241
rajah				87
rajan		36		
rajendra	2008	30		
raji		21		
rajiv	1998	73		
rakel				55
raki			1975	43
rakia				93
rakib		40		
rakim		27		
raky				73
ral	2011	20		
ralem		23		
raley	2015	104		
ralf	1960	119		
rali		50		
ralia				142
raliba				27
ralid	1984	51		
ralida				46
ralph	2012	1623		
raluca			2015	34
ralya				29
ram		37		
rama		37	2014	303
ramadan	2009	84		
raman		28		
ramata			2015	853
ramatou			2011	91
ramatoulaye			2015	372
ramazan	2015	921		
rambert		74		
ramdam		24		
ramdan		83		
ramdane	1993	376		
rameaux	1935	60		21
ramesh		27		
ramez	2012	32		
rami	2015	1075		
ramia				59
ramina				44
ramine		27		
ramiro		152		
ramiz		37		
ramiza				36
ramla				66
ramon	2005	1609		
ramona			1989	480
ramond		47		
ramsamy	1922	98		
ramses		61		
ramsi		41		
ramuncho		40		
ramuntcho	1996	295		
ramuntxo	2000	112		
ramy	2015	811		
ramya				38
ramzi	2015	1879		
ramzy	2006	220		
rana			2015	590
rana			2014	42
randa			2000	308
randal		46		
randall	1960	105		
randolph		63		
randy	2015	1741		
rani	2013	293	2014	54
rania			2015	6156
raniha				27
ranim		23	2015	300
ranime			2015	163
ranine				45
raniya			2010	181
ranjit		21		
ranko		22		
rannia				20
rany	2002	145		20
ranya			2015	1282
ranym				23
raouda			1983	138
raoudha			1977	57
raouf	2012	714		
raouia				27
raoul	2015	30931	1950	115
raould		21		
raoule			1956	119
raoult	1921	60		
raoulx	1909	23		
raouti		43		
raphael	2015	6313		
raphaela			1997	483
raphaele			2003	2516
raphaella			2009	576
raphaelle			2015	9252
raphal	2015	121712	1967	168
raphala				34
raphale			1983	394
raphalla				81
raphalle			2015	2206
raphy		20		
raquel			2013	966
rares	2014	33		
rariba				36
ras	2015	69		
rasha				75
rashad		27		
rashel				24
rashid		31		
rasika				22
rasim		71		
rasit		29		
raslen		51		
raslene		22		
rasmia				27
rassa			2015	358
rassen		22		
rassim	2015	113		
