firstname	1_year	1_count	2_year	2_count
rassoul		57		
ratana		24		
rathana		24		
ratiba			1981	332
raul	2015	305		
raven		55		46
ravi	1981	102		
ravy		24		
ravza			2015	182
ravzanur				26
rawad		31		
rawan		21	2015	105
rawane		24	2014	176
rawda			2008	63
rawen			2008	84
rawene				34
ray	2008	122		
raya			2013	160
rayaan		36		
rayad		69		
rayan	2015	31302		31
rayana			2014	335
rayane	2015	10073	2005	160
rayann	2015	633		
rayanna			2010	78
rayanne	2007	354		47
rayden		44		
rayed		23		
rayel	2011	28		
rayen	2015	695		20
rayene	2015	124		21
rayenne		24		
rayhan	2015	865		
rayhana			2015	518
rayhane		158		61
rayhann		20		
rayhanna				53
raylan	2011	40		
rayle		24		
rayley		93		
raymon		55		
raymond	2015	272827	1962	174
raymonda				22
raymonde		46	1989	164959
raymondo		37		
raymone			1925	57
raymonia			1949	21
raymonne				59
rayna			2014	94
raynal	1952	311		
raynald	1994	2833		
raynalde				23
raynaldo		26		
raynaud	1960	59		
raynold		22		
rayssa			2007	56
rayyan	2015	455		
rayyane	2008	55		
razak		24		
razan			2015	88
razane			2015	383
razi		54		
razia			2008	53
razik		73		
razika			1979	274
raziye				100
razki		21		
razvan		38		
rbcca				74
rbecca			2014	508
rben		22		
rda	2015	329		
rdouane		62		
read		25		
reagan		26		
real		105		
reana				22
reane				38
reanne				38
rebah				21
rebeca			2015	329
rebecca			2015	12314
rebecka				33
rebeka			2006	161
rebekah				31
reber		20		
rebiha			1975	111
recep	2013	273		
rechad		28		
reda	2015	4880		
redah		49		
redan		29		
redda		114		
redgy		23		
redha	2007	608		
redhouane		47		
redoin		34		
redoine	2003	243		
redouan	1994	292		
redouane	2015	2416		
redwan	2014	522		
redwane	2011	420		
redwann		22		
reem			2015	92
reena				33
reese		28		
refael		42		
refik		28		
refika				20
refka				23
regan	2002	43		
regeane				30
regeanne				21
regent		22		
reggie		24		
regia			1927	49
regina			1993	4825
reginal		34		
reginald	2003	897		
regis	2011	61019		
reguia				30
rehab				24
rehan	2015	291		
rehana				94
rehane	2006	43	2007	163
rehann	2008	28		
rehanne				22
rehda		45		
rehema				23
rehman		30		
reida		61		
reihan		29		
reihana				63
reihane				41
reina				134
reinald	1963	110		
reinaldo		59		
reine	1955	73	2015	34079
reine-claude			1983	395
reine-marie			1982	865
reine-may			1980	176
reinelde				39
reinette			1972	422
reinhard	1949	105		
reinhold	1943	172		
reinold	1966	57		
reira				35
reis	2015	90		
rejan	1956	48		
rejane			2001	10780
rejanne			1938	174
rejean	1966	42		
rejeane			1944	93
rejeanne			1954	258
rejine			1936	32
rekia			1981	123
relique			1906	20
rella				22
remedio				68
remedios			1993	238
remi	2015	545		
remicia			1954	109
remie			1962	124
remigio		45		
reminiscere	1930	20		
remise			1970	256
remo	1959	401		
remon		20		
remond	1930	621		
remonde			1923	263
remuald		23		
remus	1966	56		
remy	2015	284		
remzi		68		
remziye				25
ren	2015	516492	1958	412
ren-charles		41		
ren-claude	1990	268		
ren-georges		24		
ren-jean		40		
ren-louis		58		
ren-marc		59		
ren-marie		24		
ren-michel		23		
ren-paul	1975	166		
ren-pierre	1971	226		
ren-yves	1966	38		
rena			1920	87
renal		61		
renald	1996	2272		
renaldo	2002	483		
renan	2014	2140		
renas	2014	43		
renata			1995	414
renate			1952	197
renato	2012	1123		
renaud	2015	24387		
renauld		92		
renault	1937	76		
renda				34
rendy		24		
rene		75	1988	221879
rene		22		
rene-claire				21
rene-claude			1973	39
rene-lise			1961	39
rene-marie				20
rene-paule			1957	33
renel		66		
reneld		26		
renelde			1961	428
renelia			1956	139
renelise			1971	163
renelle			1973	1007
reneta				35
renetta			1960	58
renette			1967	300
renia				20
renilde				45
renji		22		
renne				33
renny		39		
reno		132		
renso		24		
renza				20
renzo	2011	633		
reouven	1999	141		
reparate			1933	38
rephael	2010	92		
reseda				39
reshad	1980	31		
reshma				31
reski		31		
restitude			1936	176
resul	2012	206		
reuben	1995	76		
reunan		68		
reuven		23		
reva				39
revan	2004	67		
rewan		54		
rex	1948	40		
rey		27		
reyad		83		
reyan	2005	204		
reyana				21
reyane		54		
reyda		26		
reyes		23		
reyhan		63	2006	252
reyhana				53
reyhane		37		
reymond	1942	997		
reymonde			1935	555
reyna				27
reynal		71		
reynald	2007	5183		
reynalde				33
reynaldo	1985	112		
reynaud	1943	59		
reynold		116		
reynolds		21		
reyyan				71
reza	1964	253		
rezak		25		
rezan		42		
rezki		114		
rezlane				34
rezlene				39
rgina			1945	148
rginald	1971	76		
rgine			2000	63067
rgis	2012	4557		
rhadia				27
rhadija				64
rhaled		24		
rhalia				26
rhalid		57		
rhalida				23
rhama				62
rhan	2015	53		
rhani		30		
rhania			1979	142
rhariba				25
rhayan		53		
rhea				53
rheda		153		
rheira				41
rhianna				27
rhiannon				29
rhida		34		
rhiles		20		
rhim				20
rhislaine				21
rhita				107
rhizlaine				55
rhizlane			1989	120
rhizlene				43
rhoda				30
rhode				39
rhonda			1956	49
rhony		29		
rhudy	1985	22		
rhyan		49		
rhym				21
rhys		44		
ria				41
riad	2015	2544		
riade		107		
riadh	2011	401		
rian		80		
riana			2009	139
riane		62		
riaz		44		
ric	2015	2531		
ricard		66		
ricardo	2015	3213		
riccardo	2002	324		
ricci		22		
rich		20		
richad	2014	30		
richard	2015	83717	1964	186
richarde			1964	272
richardine			1906	20
richardson	2012	93		
richel	1975	59		
richelaine			1967	30
richelet		23		
richelieu	1963	63		
richelin	1963	30		
richeline				20
richelle				27
richemond	1977	100		
richemont	1971	134		
richeville	1980	121		
richie	1996	151		
richmond		28		
richy	2006	85		
rick	2014	198		
rick		21		
rickey		21		
rickson		25		
ricky	2010	360		
rico	1984	450		
rida	2012	1352		58
ridah		45		
ridan		24		
ridge	1997	99		
ridgy	1999	35		
ridha	2003	389		
ridjy		32		
ridley		46		
ridoine		45		
ridouan		65		
ridouane	2002	167		
ridvan	2008	234		
ridwan	2001	185		
ridwane	2010	188		
rieul	1982	147		
rifat		73		
rifka				53
rigobert	1971	1100	1956	152
rigoberte			1957	106
rihab			2011	312
rihabe				46
rihad		48		
riham			2015	353
rihame			2009	106
rihan	2009	76		
rihana			2015	289
rihane		30		106
rihanna			2015	838
riheb				38
rihem			2015	245
riheme				24
rija		68		
rika			1972	68
rika				77
rilana				26
riles	2014	138		
riley	2015	387		42
rils	2012	32		
rim			2015	1510
rima			2015	627
rimah				24
rimane				20
rimas			2014	34
rime			2015	605
rimel				67
rimen				22
rimes			2013	82
rimess			2014	38
rimesse			2015	50
rin				20
rina			2015	1377
rinad				43
rinade				25
rinaldo	2003	355		
rindra		25		20
rine			2015	155
rined				25
rinesa				34
ringo	1979	370		
rino	1963	585		
rinor		26		
rio	2013	113		
rion		21		
riowen		31		
riquette			1960	27
riselene				21
rishi	1975	58		
risla			1949	24
rislaine				92
rislane				34
rislene				87
rita			2015	7250
ritadj				24
ritadje				20
ritage			2015	55
ritaj			2015	192
ritaje			2015	78
ritch		21		
ritchi		66		
ritchie	2007	282		
ritchy	2014	489		
ritedj			2014	37
ritege			2015	97
ritej			2015	452
riteje			2015	73
ritel				20
ritge			2012	28
ritha				47
rithy		66		
ritj			2015	38
rito	1953	62		
ritta			1919	83
rivaldo	2004	64		
rivka			2014	463
rivo		27		
riwal	2009	178		
riwall		37		
riwan	2015	804		
riwane	2006	39		
riwann		28		
riwanon				37
riya			2014	48
riyad	2015	2298		
riyade		34		
riyadh		84		
riyan	2004	184		
riyana				36
riyane		106		
riyas		58		
riza		95		
rizelaine				20
rizelene				34
rizlaine			2012	327
rizlan				63
rizlane			2002	410
rizlen				61
rizlene			2010	388
rizlne			2011	61
rizwan		65		
rjane			1970	692
rkia			1985	198
rmeysa				24
rmi	2015	89357	1956	112
rmy	2015	73838	1951	110
rnald		117		
roald		54		
roan	2015	412		
roane	2005	40		
roann		69		
roanne		33		
roba				22
robain		37		
robben		25		
robbie	2003	97		
robby	2004	218		
roben		22		
robenson	1993	22		
robert	2015	419097	1953	152
roberta			2006	343
roberte			1981	11034
roberthe				40
robertin	1967	42		
robertine			1968	855
robertino	1963	121		
roberto	2015	3709		
robespierre	1904	42		
robin	2015	44529	1963	97
robine			1996	124
robinson	2015	1209		
roby	1962	151		
robyn		108		76
robyne				36
rocco	2007	814		
roch	2015	2769	1929	67
rochdi	1984	269		
rochdy		40		
rochelle				79
rocio			1966	112
rock	1987	250		
rocky	1986	303		
rod		72		
rodaina				48
rodayna			2015	124
roddy	2005	208		
roderic		141		
roderick	2001	163		
rodi	2006	136		
rodin		46		
rodina				24
rodney	2015	444		
rodny	2015	90		
rodoine		21		
rodolf		87		
rodolfo	1971	165		
rodolph	1995	370		
rodolphe	2011	23367	1962	30
rodouane		29		
rodric		28		
rodrick		70		
rodrigo	2015	778		
rodrigue	2013	7907		
rodrigues	1990	90		
rodriguez	1982	32		
rodwan		25		
rody	1997	172		
roeya				21
rofaida				27
rofayda				21
rofia				22
rofrane				57
rogatien	1952	332		
rogatienne			1927	77
roge	1915	105		
rogee				26
rogelio	1966	44		
roger	2008	423717	1968	203
roger-pierre	1959	68		
rogere				116
rogerio	1977	249		
rogette				65
rogine			1938	51
rohan	2015	1054		
rohane		33		
rohann	2015	172		
rohat	1999	56		
rohit	1990	33		
roi		22		
rojan		25		
rojat		20		
rojbin			2013	29
rojda			2004	161
rojdi		30		
rojhat	2006	99		
rojin			2009	193
rojine				31
rokaya			2015	125
rokhaya			2015	210
rokhiya				20
rokhya			2012	34
rokia			2015	528
rokiatou			2011	118
rokiya			2015	53
roksana				23
rokya			2014	64
rola				20
rolan		20		
roland	2011	132387		23
rolande			1987	39954
rolando	1968	253		
roldan		29		
rolf	1961	344		
rolian	2015	28		
rolin		25		
rolland	1984	8970		
rollande			1975	2077
rollin	1975	92		
rolly		32		
rolph	1944	74		
roma		27	2008	120
romain	2015	190524	1949	85
romain-pierre		32		
romaine			1976	1768
romaisa				23
romaissa			2015	491
romaissae			2008	31
roman	2015	7953		
romana			1996	227
romance			2007	292
romane	2014	275	2015	50332
romanella				76
romanie			1911	80
romann	2015	675		39
romanne				110
romano	2007	388		
romaric	2015	4938		
romarick	2005	143		
romarik		53		
romario	2015	169		
romary		66		
romassa			2015	186
romaysa				41
romayssa			2015	226
romayssae				39
rome				25
romea				73
romee		25		25
romeissa				48
romel		29		
romelie				63
romeline				28
romeo	2015	705		
romero	1955	42		
romeu		44		
romeyssa				21
romi				46
romie			2015	234
romilda				41
romilde				20
romin		53		
romina			2015	308
romo	2015	7543		
romolo		67		
romual		20		
romuald	2015	19890	1965	86
romualde			1955	43
romualdo		33		
romul	1946	22		
romuld	1964	26		
romule	1971	227		
romulus		77		
romy	1990	100	2015	6481
ron	2015	202		
rona				41
ronael	1996	37		
ronahi				25
ronal		22		
ronald	2012	3541		
ronaldinio	2006	28		
ronaldo	2015	291		
ronan	2015	15798		
rone		20		
ronel	2003	72		
roni	2015	259		
ronin		25		
ronn		24		
ronnie	1979	237		
ronny	2011	709		
rony	2013	1482		21
roody		21		
roqaya				34
roque		51		
rory		128		
rosa		35	2015	17297
rosa-maria			1976	553
rosa-marie			1967	63
rosabelle			1980	124
rosaire	1995	1536	1959	68
rosalba			1965	211
rosalia			1970	657
rosalie	1970	148	2015	20738
rosalina			2003	163
rosalind				33
rosalinda			2013	139
rosalinde		21	1943	96
rosaline			1979	344
rosaly				32
rosalyn				23
rosalyne				47
rosamonde				44
rosan	1986	682		
rosana			2000	487
rosane			1978	734
rosange			1978	158
rosanna			2001	777
rosanne			1996	566
rosaria			1982	607
rosario	1975	728	1972	780
rose	1959	289	2015	92479
rose-aime			1975	273
rose-andre				27
rose-anna				50
rose-anne			1981	256
rose-blanche				21
rose-claire				21
rose-colette			1969	23
rose-france				91
rose-hlne			1979	363
rose-laure				50
rose-line			1969	366
rose-lise			1968	90
rose-lyne			1959	77
rose-lys				25
rose-mai			1957	44
rose-maria				46
rose-marie			2013	10636
rose-marthe				22
rose-mary				103
rose-may			1977	823
rose-mery			1966	136
rose-nolle			1964	150
roseanne				28
roseda			1944	21
roselaine			1974	82
roselande				26
roselene			1985	91
roselia			2011	171
roselie			1975	127
roselin	1955	58		
roselina				52
roselinde			1926	35
roseline			2009	18543
roselise			1974	100
roselita				22
rosella			1965	358
roselle				82
rosely		24	1974	42
roselyn				23
roselyne			2007	23958
roselys			1947	98
roselyse				27
rosema				24
rosemain	1957	23		
rosemaine			1948	25
rosemarie			2010	468
rosemary			1984	421
rosemay			1966	245
rosemee			1953	20
rosemond	1963	99		
rosemonde			1990	2248
rosen				52
rosena				29
rosendo		39		
rosene				31
rosenn				45
roset		22		
roseta			1963	48
rosetta			1970	462
rosette			1983	5859
roshan	2015	133		
roshni				20
rosi				44
rosia			1902	83
rosiana				25
rosiane			1991	399
rosianne				24
rosie			2015	1325
rosier	1945	42		
rosilda				60
rosin		34		
rosina			1969	749
rosinda				22
rosindo	2007	20		
rosine			1993	9173
rosita			1988	2360
rosite			1970	69
roslia			2012	35
ross		80		
rossana			1967	146
rossano		61		
rossella				32
rostam		20		
rostan		22		
rostane		21		
rostom	2008	98		
rosuel	1977	28		
roswitha			1958	120
rosy	1962	20	2015	1011
rosyne				46
roua				42
rouan		32		
rouba				34
rouben		41		
rouchdi	1990	83		
roudayna			2012	82
roudolphe		29		
roudy		34		
rougui			2014	114
rouguiatou				40
rouguiyatou				22
rouguy				38
roukaya			2013	120
roukia			2000	110
roumaissa			2008	173
roumassa			2013	57
roumayssa			2015	180
roumba				24
roumeyssa			2011	37
rouqaya				22
rouslan		27		
rouven		21		
rouwaida				20
rowan	2015	389		28
rowann		33		
rowen	2015	28		
rowena				67
roxan		65		
roxana			2010	299
roxane			2015	17242
roxann				40
roxanna				58
roxanne			2015	3131
roxelane				30
roy	2015	661		
roya				33
royan		23		
royce		46		
roza			2012	212
rozalia				29
rozan	1965	30		
rozana				30
rozane				44
rozanne				53
roze				25
rozelin			2002	25
rozen			1970	229
rozenn			2015	4405
rozenne				52
rozerin				68
rozy				20
ruan	2006	61		
rubben	2012	203		
rubbens		27		
rubby			2012	55
ruben	2015	12370		
rubenn		30		
rubens	2014	920		
rubi			2007	70
rubie				101
rubin	1955	145		
rubina				27
rubis		27	2015	280
rubn	2015	115		
ruby		29	2015	775
ruddy	2012	3298		
rudhy		26		
rudi	1994	468		
rudia				22
rudie				20
rudolf	1992	468		
rudolph	1996	626		
rudolphe	1993	870		
rudy	2015	20106		67
rudyard		20		
ruffin	1969	292		
ruffine			1978	247
rufin	1975	489	1926	27
rufina				64
rufine			1981	686
rufino		70		
rufus		35		
ruggero		27		
ruggiero		20		
rui	2001	1788		
rui-manuel	1976	102		
rui-miguel		46		
ruis		48		
ruiz		51		
ruken			2011	82
rukiye			2003	306
rumeysa			2013	479
rupert	1919	103		
ruphine			1940	52
ruslan		37		
russel	1992	93		
russell		114		
rustem		48		
ruth			2015	2706
ruthy				54
ruveyda			2005	117
ruy		78		
ruya				58
ruzgar		34		
ruzica				26
rwan	2015	111		
ryad	2015	3665		
ryade		54		
ryadh		153		
ryan	2015	16973		
ryana			2010	105
ryane	2005	221		34
ryann	2015	234		
ryanna			2008	69
ryda		24		
ryhad	2001	41		
ryham				22
ryhan	2007	108		
ryhana			2010	92
ryhanna			2007	80
ryhem				41
ryiad		26		
rylan	2004	39		
ryles	2010	152		
ryless		43		
ryley	2014	92		
rym			2015	962
ryma			2014	183
ryme			2011	282
rymel				32
ryna				26
ryne				23
ryo		83		
ryslene				39
ryszard		30		
ryu		67		
rywan		82		
ryzlene				48
sa		20		
saad	2015	1688		
saada		59		152
saadet				29
saadi	1966	264		
saadia			1998	845
saadya				20
saaid		45		
saaida				36
saan	2015	97		
saana				65
saara				52
saba		77	2000	295
sabaa				38
sabah		27	2012	3158
sabaha				20
sabahe				57
saban		116		
sabar		80		
sabas	1965	386	1964	220
sabatino		62		
sabaya				27
sabba				32
sabbah				122
sabeha				55
sabeline				28
sabelle				20
saber	2015	921		
sabera			1958	70
sabeur		47		
sabha				34
sabi		36		
sabia				66
sabih		27		
sabiha			2013	291
sabil		77		
sabila				22
sabin	1968	413		
sabina			2015	896
sabine	1953	21	2013	63984
sabino		69		
sabir	1988	211		
sabira				163
sabra			1991	267
sabre		54		
sabri	2015	4614		
sabria			2004	480
sabrilla				22
sabrin				50
sabrina			2015	95202
sabrine			2015	2360
sabrinel				33
sabrinelle				22
sabrino		40		
sabriya				109
sabry	2015	770		
sabrya			2007	140
sabryna			1979	70
sabryne				32
sacha	2015	39839	2015	2978
saci		45		
sacia				37
sacra			1916	31
sad		22		
sad	2015	1044		
sada			2013	559
sada	2013	140		23
sadaf				53
sadak		60		
sadam		26		
saddam		35		
saddek		49		
sade				83
sadek	2013	356		
sadet				28
sadettin		25		
sadi	1969	532		
sadia				36
sadia		47	2010	1856
sadie				20
sadiha				27
sadik		92		
sadika				56
sadine				20
sadio	2015	471	2015	699
sadiya				43
sadiye				23
sadji		42		
sadjia				65
sadjida				30
sadjo				22
sadok	1989	205		
sadou		28		
sadou	2013	51		
sadri		68		
sadry		41		
sady		38		
sadya				73
sae				25
sael	2015	302		24
saelle				33
saer		24		
saf	2014	95		
saf				46
saf-eddine	2011	23		
safa				22
safa	2005	59	2015	2880
safaa			2015	889
safae			2015	596
safah				48
safak		58		
safana				22
safet		38		
saffa				58
saffana				21
saffia				30
saffiya				38
safi	2008	246		88
safia			2015	5718
safiana				20
safiatou			2014	327
safietou				67
safina			2009	155
safir	2015	466		
safira			2015	161
safiya			2015	1839
safiyah			2015	63
safiyatou				34
safiye			2009	148
safiyya			2015	106
safiyyah				24
safoine		40		
safora			2015	74
safoua				35
safouan		63		
safouane	2015	304		
safoura				56
safwa				62
safwan	2015	446		
safwane	2015	557		
safwen		51		
safy		39		26
safya			2015	537
safyr		22		
sagamore		28		
sagana			2008	25
sagia			1966	54
sagra			1922	36
sagrario				27
sahad		27		
sahan		26		
sahana				89
sahar			2001	203
sahara			1991	90
saharou		22		
sahbi	1987	182		
sahdia				35
sahel	2015	380		51
sahid		58		
sahida				56
sahil	2015	88		
sahila				55
sahim		52		
sahima				22
sahin	2006	255		
sahina			2013	92
sahir		23		
sahira				22
sahli		20		
sahlia				37
sahna				76
sahona			2010	89
sahondra				28
sahory				24
sahra			2015	2345
sahraoui		20		
sahteene				24
sahyna				34
sai		29		
saian	2007	109		
saiba		22		
saibo	2006	30		
saibou		47		
said	2015	11009		
saida			2015	3161
saide		32		
saidi		72		31
saidia				27
saidou	2012	328		
saif	2015	384		
saif-dine		30		
saif-eddine		127		
saif-edine		21		
saifallah		32		
saifdine		33		
saifeddine	2011	152		
saifedine		66		
saifi		25		
saikou		35		
saila				27
sailor		33		
saim		63		
saima			2002	102
saimon		23		
saina			2010	380
saint	1969	1462	1944	138
saint-aime	1920	27		
saint-ange	1967	459	1913	25
saint-clair	1934	106		
saint-cyr	1967	212		
saint-eloi	1928	34		
saint-hilaire	1942	77		
saint-hlne	1900	28		
saint-hubert		22		
saint-jean	1961	359		
saint-just	1939	92		
saint-juste	1920	41		
saint-louis	1943	80		
saint-marc	1908	24		
saint-martin	1947	252		
saint-omer	1945	53		
saint-paul		27		
saint-pierre	1921	42		
saint-prix	1908	27		
saint-yves	1965	157		
sainte	1963	409	1954	646
sainte-catherine	1922	37		
sainte-claire	1921	37		
sainte-croix	1968	384	1956	103
sainte-hlne		28		
sainte-luce	1937	85		
sainte-marie	1925	25		20
sainte-rose	1959	89		
saioa			2012	38
saira			2008	68
sait		44		
saja			2015	207
sajda				62
sajed	2015	109		
saji		54		
sajia				84
sajid	2015	397		
sajida			2014	191
sajjad		44		
sakhina				21
